accession,accession_no_version,description,package,target_short_name,target_scientific_name,target_taxid,species,taxid,segment,length,gc_content,seq_sha256,length_qc_flag,freq_A,freq_C,freq_G,freq_T,n_count,ambiguous_other_count,ambiguous_rate,valid_like_count,species_ncbi,taxid_ncbi,isolate,host,country,region,collection_date,nuc_completeness,segment_metadata,metadata_title,is_duplicate_seq_within_species_segment
MN478395.1,MN478395,"MN478395.1 Orthohantavirus hantanense strain HTNV-HN2018/152 segment S, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,S,1702,0.4259694477085781,283cb0af2a120a7273f3c95048e820ecea8703cac75ffc9376cc46f8d2ea85f1,within_expected_range,0.3143360752056404,0.1962397179788484,0.2297297297297297,0.2596944770857814,0,0,0.0,1702,,3052480,HTNV-HN2018/152,,China: Henan,,2018-12-03,COMPLETE,S,,False
MN478396.1,MN478396,"MN478396.1 Orthohantavirus hantanense strain HTNV-HN2018/154 segment S, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,S,1702,0.4218566392479436,70646ab7d0c52b3387a9d5a4a8b3a3b666265a52c0bdc7849bbb7049bec2097b,within_expected_range,0.3149236192714453,0.1921269095182138,0.2297297297297297,0.263219741480611,0,0,0.0,1702,,3052480,HTNV-HN2018/154,,China: Henan,,2018-12-05,COMPLETE,S,,False
MN478397.1,MN478397,"MN478397.1 Orthohantavirus hantanense strain HTNV-HN2018/157 segment S, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,S,1702,0.4230317273795534,f015d87e29ce72103537dc852a074c25d4c4cf2f8e90c22ed55207dbe1322315,within_expected_range,0.3137485311398355,0.1927144535840188,0.2303172737955346,0.263219741480611,0,0,0.0,1702,,3052480,HTNV-HN2018/157,,China: Henan,,2018-12-17,COMPLETE,S,,False
MT024592.1,MT024592,"MT024592.1 Orthohantavirus puumalaense strain Suo/lung segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6515,0.3603990790483499,090ca2ef428b261d219a77905e4ff6813f45f72318b90e2eb381a9384eafddfd,within_expected_range,0.3359938603223331,0.1524174980813507,0.2079815809669992,0.3036070606293169,0,0,0.0,6515,,3052493,Suo/lung,,Finland,,2017,COMPLETE,L,,False
MT024595.1,MT024595,"MT024595.1 Orthohantavirus puumalaense strain Suo/renal segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6515,0.360552570990023,f15179e8c881b4fe07a0d59d5c6f3dda0991e5b96cc64914f9ca1451fb20a2a2,within_expected_range,0.33584036838066,0.1524174980813507,0.2081350729086723,0.3036070606293169,0,0,0.0,6515,,3052493,Suo/renal,,Finland,,2017,COMPLETE,L,,False
MN832779.1,MN832779,"MN832779.1 Orthohantavirus puumalaense strain Vranica segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6525,0.3606130268199233,323f10c171cade0cd0b58b649d439308d9afdceb90a4e2b5155482432af50f87,within_expected_range,0.3348659003831418,0.1500383141762452,0.2105747126436781,0.3045210727969348,0,0,0.0,6525,,3052493,Vranica,,Germany,,,COMPLETE,L,,False
AY526217.1,AY526217,"AY526217.1 Puumala virus strain Umea/hu segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6526,0.3625498007968127,08a5e0046689eda4bc738a1db2921276ca2d2cb60d6167fa614d5340cf834d5f,within_expected_range,0.3352742874655225,0.1520073551946062,0.2105424456022065,0.3021759117376647,0,0,0.0,6526,,3052493,Umea/hu,,Sweden: County of Vasterbotten,,,COMPLETE,L,,False
JX028271.1,JX028271,"JX028271.1 Muju virus isolate 11-1 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,340093,L,6544,0.3754584352078239,d81331727a2663350a5a765c46d21e430e950a26d11b4301d323fabca6f78b45,within_expected_range,0.3326711491442543,0.1604523227383863,0.2150061124694376,0.2918704156479217,0,0,0.0,6544,,340093,11-1,,South Korea,,2011-04-22,COMPLETE,L,,False
JX046482.1,JX046482,"JX046482.1 Muju virus isolate 11-4 RNA-dependent RNA polymerase gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,340093,L,6544,0.3754584352078239,f226c6f8078a240ee20cd38c43afe66a91389ad93ecc4adfb97f2db7a5a8695e,within_expected_range,0.3332823960880196,0.1607579462102689,0.214700488997555,0.2912591687041564,0,0,0.0,6544,,340093,11-4,,South Korea,,2011-04-22,COMPLETE,,,False
JX046485.1,JX046485,"JX046485.1 Muju virus isolate 11-5 RNA-dependent RNA polymerase gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,340093,L,6544,0.3751528117359413,a88fa5dca320ea3ffaf97c3f19bf6dbb2b4c91e1445bbcd9b6cd8861118dbb79,within_expected_range,0.3334352078239608,0.1609107579462102,0.214242053789731,0.2914119804400978,0,0,0.0,6544,,340093,11-5,,South Korea,,2011-04-22,COMPLETE,,,False
EF405801.1,EF405801,"EF405801.1 Puumala virus strain Kazan segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3625954198473282,f1be88429ff8ce289b15211af1fe39451c0452948177c91aec4e3da7c8009c9a,within_expected_range,0.3334351145038168,0.1529770992366412,0.209618320610687,0.3039694656488549,0,0,0.0,6550,,3052493,Kazan,,Russia,,,COMPLETE,L,,False
JN831945.1,JN831945,"JN831945.1 Puumala virus strain PUUV/Pieksamaki/Mg7/2008 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3561832061068702,55f0b43ecd6e87aaeb3d5237639d55923e136a6a2398e905d9060fdcfe8ea38a,within_expected_range,0.335267175572519,0.1477862595419847,0.2083969465648855,0.3085496183206107,0,0,0.0,6550,,3052493,PUUV/Pieksamaki/Mg7/2008,,Finland: Pieksamaki,,2008-12,COMPLETE,L,,False
JN831946.1,JN831946,"JN831946.1 Puumala virus strain PUUV/Pieksamaki/Mg4/2008 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.356030534351145,3cf9e4b6be2148deb1102521a07c67eb3f80758b9bf24ddf4d2499f59626ac27,within_expected_range,0.3355725190839694,0.1477862595419847,0.2082442748091603,0.3083969465648855,0,0,0.0,6550,,3052493,PUUV/Pieksamaki/Mg4/2008,,Finland: Pieksamaki,,2008-12,COMPLETE,L,,False
KJ994778.1,KJ994778,"KJ994778.1 Puumala virus isolate Mu/07/1219 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3509923664122137,623159c7edc3825c2de0509fc87583d8378cb638d7abb8fe6e75389be0de0dfc,within_expected_range,0.3453435114503816,0.1474809160305343,0.2035114503816794,0.3036641221374045,0,0,0.0,6550,,3052493,Mu/07/1219,,"Germany: Lower Saxony, District Osnabruck, Astrup",,2007-08-23,COMPLETE,L,,False
KT885050.1,KT885050,"KT885050.1 Orthohantavirus puumalaense strain CG1820/POR segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3618320610687023,4233fc1cf5d2619bec55b22b48c209979bcc00192acbb29ff2920a062f9178c4,within_expected_range,0.3375572519083969,0.1537404580152671,0.2080916030534351,0.3006106870229008,0,0,0.0,6550,,3052493,CG1820/POR,,Russia,,2015,COMPLETE,L,,False
MN832782.1,MN832782,"MN832782.1 Orthohantavirus puumalaense strain Sotkamo segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3545038167938931,41d1c4fcee0e083c1eaae9e86331589eda00f15a384dad545e4c91c2f9d92f5e,within_expected_range,0.3372519083969466,0.1479389312977099,0.2065648854961832,0.3082442748091603,0,0,0.0,6550,,3052493,Sotkamo,,Germany,,,COMPLETE,L,,False
MT514291.1,MT514291,"MT514291.1 Orthohantavirus puumalaense isolate MglDCr02 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3516030534351145,f35b5f2ce769b82aa9b4fad9ad0dc1802170f9c496fc8c019da367491ba26d2b,within_expected_range,0.3422900763358779,0.1458015267175572,0.2058015267175572,0.3061068702290076,0,0,0.0,6550,,3052493,MglDCr02,,Germany,,2012,COMPLETE,L,,False
MT514292.1,MT514292,"MT514292.1 Orthohantavirus puumalaense isolate MglDKe04 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3564885496183206,e93875b600dc9234a1f7e54caa689b9e7ad77ecb212b6f21f1673ff0eecafe2b,within_expected_range,0.3389312977099236,0.1482442748091603,0.2082442748091603,0.3045801526717557,0,0,0.0,6550,,3052493,MglDKe04,,Germany,,2012,COMPLETE,L,,False
MT514293.1,MT514293,"MT514293.1 Orthohantavirus puumalaense isolate MglDKe05 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3566412213740458,58d02920dda486eeb0cda69be5d139281c8fcccf5ac38dd8ba20c9191d1d4b47,within_expected_range,0.3389312977099236,0.1483969465648855,0.2082442748091603,0.3044274809160305,0,0,0.0,6550,,3052493,MglDKe05,,Germany,,2012,COMPLETE,L,,False
MT514294.1,MT514294,"MT514294.1 Orthohantavirus puumalaense isolate MglLTU01 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.36,d4527e99456e44429ab5feed56482d1ead02c4717bc4ccb9f1934048a17f5e38,within_expected_range,0.335267175572519,0.1517557251908396,0.2082442748091603,0.3047328244274809,0,0,0.0,6550,,3052493,MglLTU01,,Lithuania,,2015,COMPLETE,L,,False
MZ014471.1,MZ014471,"MZ014471.1 Puumala orthohantavirus isolate Saratov-MG120/Russia/2019 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3573064590013742,ac4faf59c60cd853019bde7258c1b814c47addca1ae9da10037f6170cc16c5e6,within_expected_range,0.3377614903038632,0.1519315926095587,0.2053748663918155,0.3049320506947625,0,1,0.0001526717557251,6549,,3052493,Saratov-MG120/Russia/2019,,Russia: Saratov,,2019-05,COMPLETE,L,,False
MZ014472.1,MZ014472,"MZ014472.1 Puumala orthohantavirus isolate Saratov-MG125/Russia/2019 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3570010688654756,5e0d6c57dd26f590f7e4ceaca10666286092830ef6db5ee60ebeb4b5d1a50d06,within_expected_range,0.3379141853718125,0.1508627271339135,0.206138341731562,0.3050847457627119,0,1,0.0001526717557251,6549,,3052493,Saratov-MG125/Russia/2019,,Russia: Saratov,,2019-05,COMPLETE,L,,False
MZ014473.1,MZ014473,"MZ014473.1 Puumala orthohantavirus isolate Saratov-MG131/Russia/2019 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.356695678729577,ea5d705eca0ffd62ac3c08b0ba18c663af30afbbf5127faf31a541d9a5dcf29d,within_expected_range,0.3379141853718125,0.1510154222018628,0.2056802565277141,0.3053901358986104,0,1,0.0001526717557251,6549,,3052493,Saratov-MG131/Russia/2019,,Russia: Saratov,,2019-05,COMPLETE,L,,False
NC_005225.1,NC_005225,"NC_005225.1 Puumala virus segment L, complete genome",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6550,0.3545038167938931,dead44985002d33f0ce7e9124a22111f405ef47b8cef21f86cf95f8525e8e621,within_expected_range,0.3372519083969466,0.1479389312977099,0.2065648854961832,0.3082442748091603,0,0,0.0,6550,,3052493,Sotkamo,,,,,COMPLETE,L,,False
MN639737.1,MN639737,"MN639737.1 Orthohantavirus puumalaense strain Osnabruck V29 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6551,0.3478858189589375,ce16445aad82868bbc4a7b61f555ae76255f0ebc9b3bfe349a50215a1089b3aa,within_expected_range,0.3463593344527553,0.1437948404823691,0.2040909784765684,0.3057548465883071,0,0,0.0,6551,,3052493,Osnabruck V29,,Germany,,,COMPLETE,L,,False
MN639740.1,MN639740,"MN639740.1 Orthohantavirus puumalaense strain Osnabruck M43 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6551,0.3517020302243932,f486691dc91f5f2ce8dc88e58628fe568e9b4fb7e4611116eed49690b7d7cfe9,within_expected_range,0.344832849946573,0.1474584032972065,0.2042436269271867,0.3034651198290337,0,0,0.0,6551,,3052493,Osnabruck M43,,Germany,,,COMPLETE,L,,False
MN639743.1,MN639743,"MN639743.1 Orthohantavirus puumalaense strain Osnabruck V29 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6551,0.3480384674095558,1380a4d313a737ef949912685bbe8baf4e541a0e67c38107eeccb0b5e3643210,within_expected_range,0.3463593344527553,0.1437948404823691,0.2042436269271867,0.3056021981376889,0,0,0.0,6551,,3052493,Osnabruck V29,,Germany,,2019-04-11,COMPLETE,L,,False
MN639746.1,MN639746,"MN639746.1 Orthohantavirus puumalaense strain Osnabruck M43 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6551,0.351549381773775,8b8f79e15e996f1db9e0530c5868cb70e64426423712c24d215051f2cae0f262,within_expected_range,0.344832849946573,0.1474584032972065,0.2040909784765684,0.303617768279652,0,0,0.0,6551,,3052493,Osnabruck M43,,Germany,,2019-04-12,COMPLETE,L,,False
MN639749.1,MN639749,"MN639749.1 Orthohantavirus puumalaense strain Osnabruck V29 segment L, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6551,0.3480384674095558,cbc7f6def9c4a37c3ebf503477a845ea4e4f4077a584d5f1fac922579ee5ba01,within_expected_range,0.3463593344527553,0.1439474889329873,0.2040909784765684,0.3056021981376889,0,0,0.0,6551,,3052493,Osnabruck V29,,Germany,,,COMPLETE,L,,False
OR915066.1,OR915066,"OR915066.1 Orthohantavirus puumalaense isolate Vindeln RNA polymerase gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6566,0.360188851660067,843f56911a930b2122336b44daa90ccf3fdf0e3a7d96cd90d7df37458ccf1cfd,within_expected_range,0.3342978982637831,0.150319829424307,0.2098690222357599,0.3055132500761499,0,0,0.0,6566,,3052493,Vindeln,,Sweden,,2022-11,COMPLETE,L,,False
OR915060.1,OR915060,"OR915060.1 Orthohantavirus puumalaense isolate Skelleftea RNA polymerase gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6585,0.360668185269552,b828a831ef5915af48b75ca98f98b096474ead0ce3b8c5850f4ce3b316cc7128,within_expected_range,0.3362186788154897,0.1498861047835991,0.2107820804859529,0.3031131359149582,0,0,0.0,6585,,3052493,Skelleftea,,Sweden,,2023-03,COMPLETE,L,,False
OR915063.1,OR915063,"OR915063.1 Orthohantavirus puumalaense isolate Mittifjaerden RNA polymerase gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6588,0.3615664845173041,204079abdca9da1f7123ce46854149f783d30336ab33dd55df1b77acf4a34f86,within_expected_range,0.333485124468731,0.1508803885853066,0.2106860959319975,0.3049483910139647,0,0,0.0,6588,,3052493,Mittifjaerden,,Sweden,,2016-07,COMPLETE,L,,False
OR915072.1,OR915072,"OR915072.1 Orthohantavirus puumalaense isolate Mittifjaerden2 RNA polymerase gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,L,6588,0.3617182756527018,40d68d8839b0ea8b7f207761c456eba80662d099e83c663962384e09bb6a39cd,within_expected_range,0.3316636308439587,0.1507285974499089,0.2109896782027929,0.3066180935033394,0,0,0.0,6588,,3052493,Mittifjaerden2,,Sweden,,2016-07,COMPLETE,L,,False
OR915062.1,OR915062,"OR915062.1 Orthohantavirus puumalaense isolate Mittifjaerden glycoprotein precursor, gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3566,0.3858665171060011,3d30264706516dae71e8f961134ed5ee1f0e19868c0bcf18a8ca8637a33614d0,within_expected_range,0.3070667414469994,0.1763881099270891,0.2094784071789119,0.3070667414469994,0,0,0.0,3566,,3052493,Mittifjaerden,,Sweden,,2016-07,COMPLETE,M,,False
OM372470.1,OM372470,"OM372470.1 Puumala orthohantavirus isolate Umea_hu2019 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3589,0.3817219281136806,4485f2f48f7d4413853a89fd9cfb9e281f1e91616ebd82eea8cf12964e20b1dc,within_expected_range,0.3081638339370298,0.1744218445249373,0.2073000835887433,0.3101142379492895,0,0,0.0,3589,,3052493,Umea_hu2019,,Sweden,,2019-01,COMPLETE,M,,False
MW148472.1,MW148472,"MW148472.1 Orthohantavirus puumalaense isolate Ard161_Ardennes_Mg_2011 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3595,0.3844228094575799,5712ecc2e8d93ad69f7921ce390a2497b4d6d2b92479b89df1eb67583fd2ff84,within_expected_range,0.3104311543810848,0.172461752433936,0.2119610570236439,0.3051460361613352,0,0,0.0,3595,,3052493,Ard161_Ardennes_Mg_2011,,France,,2011,COMPLETE,M,,False
MW148469.1,MW148469,"MW148469.1 Orthohantavirus puumalaense isolate Hargnies-Mg segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3602,0.3836757357023875,93bb8432d85f826f6da1d658ee0bedd2e06629aee928843bea901dbbb3fb0b48,within_expected_range,0.3109383675735702,0.1721265963353692,0.2115491393670183,0.3053858967240422,0,0,0.0,3602,,3052493,Hargnies-Mg,,France,,2018,COMPLETE,M,,False
MT024591.1,MT024591,"MT024591.1 Orthohantavirus puumalaense strain Suo/lung segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3621,0.3835956917978459,f98cd72674e8a3f355b27161545809d349cf851ff8355e27a3f3ef7c00cc1d1c,within_expected_range,0.3062689864678266,0.1745374206020436,0.2090582711958022,0.3101353217343275,0,0,0.0,3621,,3052493,Suo/lung,,Finland,,2017,COMPLETE,M,,False
MT024594.1,MT024594,"MT024594.1 Orthohantavirus puumalaense strain Suo/renal segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3621,0.384148025407346,561d90b58f1d3b61ab3bf86384b1100ebf7c105aa67431da2ed44177c92a4abf,within_expected_range,0.3062689864678266,0.1750897542115437,0.2090582711958022,0.3095829881248274,0,0,0.0,3621,,3052493,Suo/renal,,Finland,,2017,COMPLETE,M,,False
MW148474.1,MW148474,"MW148474.1 Orthohantavirus puumalaense isolate NCHA000357_Loiret_Mg_2014 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3633,0.3886595100467933,9df2f287bbe55da8ab9da6911536d3fd7b2462ff868b7ff95f38bbf7e03c58a3,within_expected_range,0.3082851637764932,0.1791907514450867,0.2094687586017065,0.3030553261767134,0,0,0.0,3633,,3052493,NCHA000357_Loiret_Mg_2014,,France,,2014,COMPLETE,M,,False
MW148470.1,MW148470,"MW148470.1 Orthohantavirus puumalaense isolate Vouzon-Mg segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3637,0.3887819631564476,da88339ae25f056c157c6c8a828723366dc4f9798bbafa9552c289edfc1f09a1,within_expected_range,0.3079461094308496,0.1792686279901017,0.2095133351663458,0.3032719274127027,0,0,0.0,3637,,3052493,Vouzon-Mg,,France,,2018,COMPLETE,M,,False
MW148471.1,MW148471,"MW148471.1 Orthohantavirus puumalaense isolate Hargnies-E6 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3637,0.3838328292548804,b2516f3346291f57438d17173313981a88daedef4e35fbfd52915513c418b32f,within_expected_range,0.3098707726147924,0.1729447346714325,0.2108880945834479,0.3062963981303272,0,0,0.0,3637,,3052493,Hargnies-E6,,France,,2017,COMPLETE,M,,False
JX028272.1,JX028272,"JX028272.1 Muju virus isolate 11-1 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,340093,M,3652,0.4066265060240964,7518a8cdda28c5ed2889fd9ef43a061b3a387ec461919cd0b66dd549a13476b0,within_expected_range,0.3047645125958379,0.1919496166484118,0.2146768893756845,0.2886089813800657,0,0,0.0,3652,,340093,11-1,,South Korea,,2011-04-22,COMPLETE,M,,False
JX046483.1,JX046483,"JX046483.1 Muju virus isolate 11-4 glycoprotein gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,340093,M,3652,0.4063526834611172,ee6b330dbcac939e54ed6e476973b5550aa12e3dc427d502d21e104a61bed196,within_expected_range,0.3033953997809419,0.1916757940854326,0.2146768893756845,0.2902519167579409,0,0,0.0,3652,,340093,11-4,,South Korea,,2011-04-22,COMPLETE,,,False
JX046486.1,JX046486,"JX046486.1 Muju virus isolate 11-5 glycoprotein gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,340093,M,3652,0.4069003285870756,7362ef8fac9ffb55d5ffaec6088a99e8013206064676de57096f65c303b08380,within_expected_range,0.3031215772179627,0.1919496166484118,0.2149507119386637,0.2899780941949617,0,0,0.0,3652,,340093,11-5,,South Korea,,2011-04-22,COMPLETE,,,False
OR915059.1,OR915059,"OR915059.1 Orthohantavirus puumalaense isolate Skelleftea glycoprotein precursor, gene, complete cds",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3659,0.382618201694452,1f647adf635c4bfb57b43720c00c1b37503678fe2d0c2825d8423a474be7a788,within_expected_range,0.3115605356654823,0.1798305547963924,0.2027876468980596,0.3058212626400656,0,0,0.0,3659,,3052493,Skelleftea,,Sweden,,2023-03,COMPLETE,M,,False
MN832780.1,MN832780,"MN832780.1 Orthohantavirus puumalaense strain Vranica segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3669,0.3845734532570182,02af1e08f801fa478ab9d928dba125fb1c48c6507eba93af734dab1f8eba6870,within_expected_range,0.3104388116653039,0.1798855273916598,0.2046879258653584,0.3049877350776778,0,0,0.0,3669,,3052493,Vranica,,Germany,,,COMPLETE,M,,False
MN639738.1,MN639738,"MN639738.1 Orthohantavirus puumalaense strain Osnabruck V29 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3679,0.3770046208208752,62ceb4496830ba50bc126f1edcb700f606305d3999a291d944cc5abfa7dc749d,within_expected_range,0.3177493884207665,0.1696113074204947,0.2073933134003805,0.3052459907583582,0,0,0.0,3679,,3052493,Osnabruck V29,,Germany,,,COMPLETE,M,,False
MN639741.1,MN639741,"MN639741.1 Orthohantavirus puumalaense strain Osnabruck M43 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3679,0.3794509377548247,36faac5d33c75f15b3c9aba1ac98e512caece697b12a5984021673804d4e93c3,within_expected_range,0.3185648273987496,0.1704267463984778,0.2090241913563468,0.3019842348464256,0,0,0.0,3679,,3052493,Osnabruck M43,,Germany,,,COMPLETE,M,,False
MN639747.1,MN639747,"MN639747.1 Orthohantavirus puumalaense strain Osnabruck M43 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3679,0.3791791247621636,f78669354472f1901e534f725c19091777f1f912eb6c634852e52032689a9212,within_expected_range,0.3185648273987496,0.1704267463984778,0.2087523783636858,0.3022560478390867,0,0,0.0,3679,,3052493,Osnabruck M43,,Germany,,2019-04-12,COMPLETE,M,,False
KJ994777.1,KJ994777,"KJ994777.1 Puumala virus isolate Mu/07/1219 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3680,0.3788043478260869,53f7f41673842ec3c8a50de8ec2804a6e9286830b40e4571145cc303c116ca72,within_expected_range,0.31875,0.1703804347826087,0.2084239130434782,0.302445652173913,0,0,0.0,3680,,3052493,Mu/07/1219,,"Germany: Lower Saxony, District Osnabruck, Astrup",,2007-08-23,COMPLETE,M,,False
JQ319173.1,JQ319173,"JQ319173.1 Puumala virus strain PUUV/Konnevesi/Mg_M105A/2005 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3681,0.3822330888345558,1c24de256bb3e4f27fdc2616e6c831f92d832a7523db33c936317bdd8b5eafac,within_expected_range,0.3102417821244227,0.1749524585710404,0.2072806302635153,0.3075251290410214,0,0,0.0,3681,,3052493,PUUV/Konnevesi/Mg_M105A/2005,,Finland,,,COMPLETE,M,,False
AY526218.1,AY526218,"AY526218.1 Puumala virus strain Umea/hu segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3682,0.3867463335143943,2ebdbc5c33442aecd8e494010cf588063df17395050ae142d9211367e7176c8a,within_expected_range,0.3058120586637697,0.1797935904399782,0.206952743074416,0.3074416078218359,0,0,0.0,3682,,3052493,Umea/hu,,Sweden,,,COMPLETE,M,,False
JN831944.1,JN831944,"JN831944.1 Puumala virus strain PUUV/Pieksamaki/Mg7/2008 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3682,0.3813145029875068,c777341ef56819cadb3957f3fe91fc4b83d22fdb05ec81f310d46976858cc95a,within_expected_range,0.3058120586637697,0.17246061922868,0.2088538837588267,0.3128734383487235,0,0,0.0,3682,,3052493,PUUV/Pieksamaki/Mg7/2008,,Finland: Pieksamaki,,2008-12,COMPLETE,M,,False
JQ319172.1,JQ319172,"JQ319172.1 Puumala virus strain PUUV/Konnevesi/Mg_O78A/2005 segment M, complete sequence",puumala_3052493,puumala,Orthohantavirus puumalaense,3052493,Orthohantavirus puumalaense,3052493,M,3682,0.3826724606192286,72b06ca0ae82b4f7aec81da1f42f94fe3bdef1fac1b7ac0279c6c00f1c0f488a,within_expected_range,0.3079847908745247,0.1743617599130907,0.2083107007061379,0.3093427485062466,0,0,0.0,3682,,3052493,PUUV/Konnevesi/Mg_O78A/2005,,Finland,,,COMPLETE,M,,False
